run,turn,assistant_chars,mean_assistant_chars_1_120,median_assistant_chars_1_120,response_budget,model_quantization,sampling_settings,source_artifact
Study 009 S,51,3515,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,52,2879,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,53,3356,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,54,2705,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,55,1756,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,56,2557,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,57,2768,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,58,2575,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,59,2783,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,60,2867,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,61,5424,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,62,4637,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,63,3394,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,64,4112,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,65,3598,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,66,2326,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,67,2372,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,68,3517,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,69,2520,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,70,3353,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,71,4597,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,72,3117,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,73,3736,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,74,2164,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,75,3648,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,76,3596,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,77,3528,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,78,3787,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,79,3181,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,80,2915,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,81,3139,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,82,2828,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,83,3321,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,84,2836,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,85,4196,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,86,3787,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,87,2674,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,88,3303,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,89,2832,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,90,1791,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,91,2555,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,92,3427,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,93,2719,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,94,2203,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,95,2995,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,96,3746,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,97,4362,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,98,4084,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,99,2380,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,100,1367,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,101,2786,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,102,2422,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,103,2950,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,104,3227,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,105,3597,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,106,2676,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,107,2816,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,108,2411,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,109,5158,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,110,3331,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,111,3527,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,112,187,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,113,151,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,114,358,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,115,205,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,116,913,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,117,1140,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,118,474,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,119,1830,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,120,2282,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 L,1,343,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,2,92,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,3,232,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,4,2491,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,5,2044,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,6,3201,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,7,3261,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,8,3452,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,9,4248,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,10,2806,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,11,3556,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,12,3046,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,13,3534,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,14,3846,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,15,3955,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,16,4767,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,17,3530,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,18,4239,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,19,4387,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,20,4303,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,21,4573,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,22,4227,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,23,3455,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,24,3156,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,25,4284,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,26,3186,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,27,2794,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,28,4415,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,29,3339,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,30,3100,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,31,4314,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,32,4431,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,33,3394,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,34,3321,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
